"(PDH-CSV 4.0) (","\\LIVING1\Processor(_Total)\% User Time","\\LIVING1\Processor(_Total)\% Privileged Time","\\LIVING1\Processor(_Total)\% Interrupt Time","\\LIVING1\Processor(_Total)\% Idle Time","\\LIVING1\System\Processor Queue Length","\\LIVING1\System\Processes","\\LIVING1\System\Threads","\\LIVING1\Memory\Available Bytes","\\LIVING1\Memory\Committed Bytes","\\LIVING1\Memory\Page Faults/sec","\\LIVING1\Memory\Pages/sec"
"05/11/2015 00:10:35.975"," "," "," "," ","0","77","842","2142531584","1680896000"," "," "
"05/11/2015 00:10:41.013","0.69659717987314784","0.61919793424191849","0.077399245631229352","98.684671265954762","0","75","835","2147540992","1675337728","1984.6163477356797","0"
"05/11/2015 00:10:46.052","1.0061961270251785","1.1609946152155124","0","97.833271668627873","0","73","831","2149519360","1672835072","2131.7223107647073","0.19846590734239897"
"05/11/2015 00:10:51.091","0.46439944297945979","0.92879690136287774","0.15480047585850054","98.607270035727495","0","73","830","2150801408","1672065024","1119.7283813716479","0.19846302399355689"
"05/11/2015 00:10:56.130","0.69659716604850808","0.3095989609766705","0","98.994268268439384","0","73","825","2151415808","1670209536","939.12839392034323","0"
"05/11/2015 00:11:01.184","0.23148305693041688","0.84876988976435774","0","98.920215950874407","0","73","825","2149568512","1673801728","1122.005314310554","0.19784964103518851"
"05/11/2015 00:11:06.223","1.0835953711203457","0.85139763883484454","0.077399244095167019","98.065469400913372","0","73","825","2149679104","1673265152","1847.1098796839144","0"
"05/11/2015 00:11:11.262","0.61919793424191849","0.69659717987314784","0.077399245631229352","98.3750722988338","0","71","823","2151002112","1670733824","1890.3608028751016","0.19846307641733349"
"05/11/2015 00:11:16.301","1.238395843906682","0.77399839473967746","0","97.988072141414222","0","73","828","2149609472","1673216000","4654.7649824119353","0.19846358755060692"
"05/11/2015 00:11:21.339","0.61919793424191849","0.61919793424191849","0","98.762070511586003","0","73","827","2151645184","1671409664","813.70737211013932","0"
