"(PDH-CSV 4.0) (","\\LIVING1\Processor(_Total)\% User Time","\\LIVING1\Processor(_Total)\% Privileged Time","\\LIVING1\Processor(_Total)\% Interrupt Time","\\LIVING1\Processor(_Total)\% Idle Time","\\LIVING1\System\Processor Queue Length","\\LIVING1\System\Processes","\\LIVING1\System\Threads","\\LIVING1\Memory\Available Bytes","\\LIVING1\Memory\Committed Bytes","\\LIVING1\Memory\Page Faults/sec","\\LIVING1\Memory\Pages/sec"
"05/11/2015 00:11:26.378","0.38699820507183746","0.9287968829300115","0","98.684667322866716","0","73","827","2151792640","1672060928","996.2764197007707","0.19846143818740453"
"05/11/2015 00:11:31.417","0.61919793424191849","1.3931943597462957","0","97.98807408608161","0","71","822","2154754048","1668108288","1320.7899155834764","0.19846580249188225"
"05/11/2015 00:11:36.456","1.0835973557163479","0.77399839473967746","0","98.142870629604545","0","71","821","2155122688","1667760128","1916.9540955732371","0.19846299778167895"
"05/11/2015 00:11:41.495","0.61919793424191849","0.77399642550437708","0","98.607270035727495","0","71","817","2155212800","1667919872","1630.9760243039025","0"
"05/11/2015 00:11:46.533","0.46439744916700454","0.77399839473967746","0","98.762068551557888","0","71","821","2155380736","1667530752","1123.2843223458076","0"
"05/11/2015 00:11:51.588","1.6975397459433883","1.5432170515527543","0","96.759710121593059","0","71","819","2155028480","1666830336","874.50802154879852","0.19785249356307658"
"05/11/2015 00:11:56.642","0.46296413539007769","0.61728683283394092","0","98.920213972403658","0","71","816","2153594880","1667657728","990.44788744188838","0"
"05/11/2015 00:12:01.681","0.38700018966783994","0.46439744916700454","0","99.149068741225733","0","71","815","2154319872","1666940928","813.69409964774627","0.19846197552384054"
"05/11/2015 00:12:06.720","1.006196146994107","0.85139765573164827","0","98.142872577344079","0","71","818","2153689088","1671110656","1701.0382611548478","0"
"05/11/2015 00:12:11.743","0.46583967471470278","0.85404172619617713","0.077641604751894744","98.680580455254415","0","71","817","2153566208","1669996544","1767.4349139101416","0.19908030118384112"
"05/11/2015 00:12:16.766","0.62112090582418156","0.85403975243871999","0","98.525305179430319","0","71","819","2154414080","1668804608","967.13178282454851","0"
"05/11/2015 00:12:21.805","0.38700019734823038","0.92879690136287774","0.077399245631229352","98.684669281358723","0","71","825","2153701376","1668997120","1007.986842707414","0.19846167409084742"
"05/11/2015 00:12:26.875","0.53846256561798145","0.53846453800110694","0","98.923538378798497","0","71","819","2154446848","1667981312","805.54264207807455","0"
"05/11/2015 00:12:31.914","0.619197921953341","0.9287968829300115","0","98.452469590581217","0","71","818","2154516480","1668374528","1001.8498135159989","0"
"05/11/2015 00:12:36.953","1.238395868483837","0.77399841010041892","0.077399245631229352","97.988072101485571","0","71","819","2153213952","1668796416","1830.4087565356447","0.19846132023589338"
"05/11/2015 00:12:41.992","0.3095989609766705","0.619197921953341","0","99.07166751253456","0","71","820","2155024384","1668059136","1721.0923704517734","0"
"05/11/2015 00:12:47.015","0.54348129028600201","0.77640013690054055","0.07763961553817951","98.680584410506683","0","71","822","2154962944","1669136384","1009.1332336740461","0.1990793516816031"
"05/11/2015 00:12:52.054","0.54179867785817393","0.46439943376300702","0","98.994268268439384","0","71","823","2155405312","1668296704","945.08216846875791","0"
"05/11/2015 00:12:57.155","0.53517118265829111","0.53516922233864994","0","98.930124190757994","0","71","821","2155159552","1666658304","851.58059016639822","0"
"05/11/2015 00:13:02.194","1.0061961270251785","0.69659915064451039","0","98.297671102390879","0","71","820","2155233280","1667629056","915.11723385832272","0.19846394141364621"
"05/11/2015 00:13:07.264","0.30769373994590027","0.69231042178249436","0","99.000461320689197","0","71","820","2155806720","1665224704","1706.92525845508","0"
"05/11/2015 00:13:12.302","0.61919793424191849","0.54179868861068903","0.077401230227271176","98.83946975721723","0","71","818","2155450368","1666580480","1644.6700308355366","0.19846386277730621"
"05/11/2015 00:13:17.341","0.54179867785817393","0.77399641014367493","0","98.684669307462727","0","71","824","2154016768","1668026368","1156.2519916597207","0"
"05/11/2015 00:13:22.380","0.46439745838341795","1.3157951141150661","0.077399245631229352","98.220271822975306","0","71","839","2151448576","1671311360","856.94279539956324","0.39691653330225252"
"05/11/2015 00:13:27.419","0.3095989609766705","0.85139763883484454","0","98.839467795653064","0","71","837","2153177088","1670803456","985.79474418357086","0"
"05/11/2015 00:13:32.473","0.84876987297169415","0.84876987297169415","0","98.302927173145804","0","71","833","2153152512","1669701632","903.77698175344028","0.19784960196003509"
"05/11/2015 00:13:37.512","0.61919793424191849","1.006196146994107","0","98.37507031423776","0","71","833","2155212800","1670266880","1885.0152458509526","0"
"05/11/2015 00:13:42.551","0.54179867785817393","0.77399839473967746","0.077399244095167019","98.684669307462727","0","71","831","2155872256","1668513792","1637.7221733728863","0.19846366618672884"
"05/11/2015 00:13:47.590","0.5417967040146473","0.61919793424191849","0.15480047585850054","98.83946975721723","0","71","832","2156191744","1669054464","1095.917522627906","0"
"05/11/2015 00:13:52.628","0.54179867785817393","0.69659716604850808","0","98.762068551557888","0","71","827","2156535808","1667350528","862.91774118596129","0.19846314194709322"
"05/11/2015 00:13:57.652","0.23292083737391128","0.77640013690054055","0","98.991144863418782","0","71","824","2157580288","1667657728","862.61460217865147","0"
"05/11/2015 00:14:02.690","1.0835953926253366","0.38700019734823038","0","98.529870790096268","0","71","824","2157252608","1668984832","1014.9402398220641","0"
"05/11/2015 00:14:07.714","0.62112089345915922","0.6987605074517208","0","98.680582446013744","0","71","824","2157768704","1668403200","1644.6006249981369","0.19908009018256106"
"05/11/2015 00:14:12.737","0.77640212765991323","0.54348129028600201","0.07763961553817951","98.680584410506683","0","71","825","2157875200","1667563520","1727.4053554696543","0"
"05/11/2015 00:14:17.760","0.46583968398844977","1.0869605898126313","0.07763961553817951","98.447663573132772","0","71","828","2156400640","1670803456","1016.8974631128214","0.19907937805654294"
"05/11/2015 00:14:22.799","0.38700018966783994","1.0061961270251785","0","98.607268078771554","0","71","825","2156253184","1668857856","986.96678585621999","0"
"05/11/2015 00:14:27.838","0.61919793424191849","0.46439944297945979","0","98.916870987444497","0","71","817","2157174784","1668915200","808.92502932344303","0"
"05/11/2015 00:14:32.861","1.3198814271865427","1.0093209742744518","0.15528122183573176","97.671261445472851","0","71","824","2157400064","1668550656","1051.9474191945947","0.19908164632751602"
"05/11/2015 00:14:37.915","0.38580376827050933","0.92593023093165261","0.077160357959958487","98.68873094141631","0","71","824","2158043136","1668874240","1731.207951007925","0"
"05/11/2015 00:14:42.939","0.54348129028600201","0.62112090582418156","0","98.835863641583046","0","71","826","2158161920","1668149248","1660.3292719352164","0.19908024843347918"
"05/11/2015 00:14:47.962","0.62112089345915922","0.77640211220361555","0.077639613992561612","98.602942832021185","0","71","829","2157170688","1670127616","1154.8525870999629","0"
"05/11/2015 00:14:53.001","0.46439745838341795","0.38699821275218854","0.077399245631229352","99.149068724338179","0","71","830","2158403584","1669419008","818.26077842840368","0"
"05/11/2015 00:14:58.024","0.31056045291209078","0.698760521362361","0","98.991144863418782","0","71","827","2158551040","1667489792","978.68783693361809","0.19908214746412084"
"05/11/2015 00:15:03.047","0.77640211220361555","0.6987605074517208","0","98.525301227269296","0","71","827","2159120384","1667166208","868.98344237389017","0"
"05/11/2015 00:15:08.070","0.46583968398844977","1.086962580572004","0.077641606297552276","98.447663573132772","0","71","827","2158776320","1667530752","1741.7468631440718","0.19907953630632891"
"05/11/2015 00:15:13.125","0.61728682062110163","0.77160753654101866","0","98.611570583456356","0","71","826","2159169536","1667604480","1779.9310559177918","0"
"05/11/2015 00:15:18.163","0.46439944297945979","0.85139765573164827","0","98.684669281358723","0","71","823","2159505408","1666387968","964.31849089254854","0"
"05/11/2015 00:15:23.249","0.61349979153921963","0.69018677389840177","0","98.696779455455172","0","71","826","2157412352","1668771840","884.26986584417932","0.19663550496868565"
"05/11/2015 00:15:28.303","0.54012646266114328","0.69444915705177712","0.077160357959958487","98.765891299376278","0","71","823","2156167168","1670701056","987.87561432095697","0.19785211582634829"
"05/11/2015 00:15:33.358","1.9290208198232635","2.7006283563642821","0","95.370813785960223","0","75","833","2145312768","1679896576","7821.2260832830207","0"
"05/11/2015 00:15:38.412","0.61728682062110163","1.0030925673623281","0","98.380087531105758","0","75","829","2145611776","1678012416","2094.2715397267184","0.19785276709746988"
